ISO Country Code,Date,New Cases
USA,2021-04-24,53812
USA,2021-04-25,33665
USA,2021-04-26,46504
USA,2021-04-27,50478
USA,2021-04-28,55276
USA,2021-04-29,58513
USA,2021-04-30,58107
USA,2021-05-01,46244
USA,2021-05-02,29767
USA,2021-05-03,49563
USA,2021-05-04,40110
USA,2021-05-05,45243
USA,2021-05-06,47798
USA,2021-05-07,47636
USA,2021-05-08,34257
USA,2021-05-09,21888
USA,2021-05-10,35832
USA,2021-05-11,33621
USA,2021-05-12,35932
USA,2021-05-13,38960
USA,2021-05-14,41627
USA,2021-05-15,29357
USA,2021-05-16,17241
USA,2021-05-17,28385
USA,2021-05-18,27443
USA,2021-05-19,29287
USA,2021-05-20,30194
USA,2021-05-21,28179
USA,2021-05-22,20447
USA,2021-05-23,13324
USA,2021-05-24,25008
USA,2021-05-25,22644
USA,2021-05-26,24372
USA,2021-05-27,27353
USA,2021-05-28,21750
USA,2021-05-29,12480
USA,2021-05-30,6931
USA,2021-05-31,5912
USA,2021-06-01,22131
USA,2021-06-02,16941
USA,2021-06-03,19212
USA,2021-06-04,16921
USA,2021-06-05,14342
USA,2021-06-06,5687
USA,2021-06-07,15126
USA,2021-06-08,12845
USA,2021-06-09,18913
USA,2021-06-10,14436
USA,2021-06-11,24747
USA,2021-06-12,8695
USA,2021-06-13,5230
USA,2021-06-14,12316
USA,2021-06-15,10850
USA,2021-06-16,12570
USA,2021-06-17,10634
USA,2021-06-18,21291
USA,2021-06-19,8424
USA,2021-06-20,4470
USA,2021-06-21,11695
USA,2021-06-22,10725
USA,2021-06-23,13044
USA,2021-06-24,13798
USA,2021-06-25,24277
USA,2021-06-26,8657
USA,2021-06-27,4269
USA,2021-06-28,14602
USA,2021-06-29,6719
USA,2021-06-30,16281
USA,2021-07-01,14575
USA,2021-07-02,29350
USA,2021-07-03,4652
USA,2021-07-04,3776
USA,2021-07-05,8808
USA,2021-07-06,23388
USA,2021-07-07,22569
USA,2021-07-08,19162
USA,2021-07-09,47436
USA,2021-07-10,8347
USA,2021-07-11,11091
USA,2021-07-12,33733
USA,2021-07-13,26310
USA,2021-07-14,33092
USA,2021-07-15,29794
USA,2021-07-16,77379
USA,2021-07-17,11765
USA,2021-07-18,19901
USA,2021-07-19,52570
USA,2021-07-20,40455
USA,2021-07-21,50488
USA,2021-07-22,54798
USA,2021-07-23,119189
USA,2021-07-24,25062
USA,2021-07-25,25399
USA,2021-07-26,87023
USA,2021-07-27,68488
USA,2021-07-28,69161
USA,2021-07-29,79590
USA,2021-07-30,187905
USA,2021-07-31,31471
USA,2021-08-01,43661
USA,2021-08-02,120780
USA,2021-08-03,102820
USA,2021-08-04,96945
USA,2021-08-05,110724
USA,2021-08-06,255158
USA,2021-08-07,48798
USA,2021-08-08,26601
USA,2021-08-09,181312
USA,2021-08-10,121063
USA,2021-08-11,156116
USA,2021-08-12,142075
USA,2021-08-13,229836
USA,2021-08-14,48980
USA,2021-08-15,41795
USA,2021-08-16,220180
USA,2021-08-17,152267
USA,2021-08-18,158734
USA,2021-08-19,157137
USA,2021-08-20,245713
USA,2021-08-21,66002
USA,2021-08-22,36011
USA,2021-08-23,238123
USA,2021-08-24,156796
USA,2021-08-25,169792
USA,2021-08-26,184514
USA,2021-08-27,243076
USA,2021-08-28,60667
USA,2021-08-29,42154
USA,2021-08-30,260052
USA,2021-08-31,170923
USA,2021-09-01,202000
USA,2021-09-02,175873
USA,2021-09-03,234899
USA,2021-09-04,64475
USA,2021-09-05,40310
USA,2021-09-06,75218
USA,2021-09-07,277124
USA,2021-09-08,182287
USA,2021-09-09,159851
USA,2021-09-10,227854
USA,2021-09-11,64296
USA,2021-09-12,35882
USA,2021-09-13,260827
USA,2021-09-14,145078
USA,2021-09-15,171312
USA,2021-09-16,154955
USA,2021-09-17,208106
USA,2021-09-18,56776
USA,2021-09-19,36344
USA,2021-09-20,201812
USA,2021-09-21,121273
USA,2021-09-22,132445
USA,2021-09-23,125859
USA,2021-09-24,176398
USA,2021-09-25,46755
USA,2021-09-26,32894
USA,2021-09-27,185061
USA,2021-09-28,109636
USA,2021-09-29,123298
USA,2021-09-30,110625
USA,2021-10-01,157484
USA,2021-10-02,38706
USA,2021-10-03,26588
USA,2021-10-04,169245
USA,2021-10-05,95268
USA,2021-10-06,111365
USA,2021-10-07,100110
USA,2021-10-08,130631
USA,2021-10-09,27457
USA,2021-10-10,23208
USA,2021-10-11,116250
USA,2021-10-12,106311
USA,2021-10-13,121468
USA,2021-10-14,86144
USA,2021-10-15,113873
USA,2021-10-16,31703
USA,2021-10-17,18669
USA,2021-10-18,116571
USA,2021-10-19,81264
USA,2021-10-20,88775
USA,2021-10-21,80161
USA,2021-10-22,98832
USA,2021-10-23,26311
USA,2021-10-24,16315
USA,2021-10-25,104829
USA,2021-10-26,79971
USA,2021-10-27,99694
USA,2021-10-28,78128
USA,2021-10-29,97361
USA,2021-10-30,29302
USA,2021-10-31,17599
USA,2021-11-01,125473
USA,2021-11-02,72754
